# gt	L=5	L=7	L=9	L=11	L=21	L=31	L=41	L=51	L=61	L=71	L=81	L=91	L=101	L=201	L=301	L=401	L=501	L=601	L=701	L=801	L=901
0.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00	1.000000e+00
5.500000e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01	3.198476e-01
1.100000e+00	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01	3.363642e-01
1.650000e+00	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01	5.127685e-01
2.200000e+00	7.343782e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01	7.343789e-01
2.750000e+00	2.541733e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01	2.541475e-01
3.300000e+00	4.853182e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01	4.855707e-01
3.850000e+00	4.301945e-01	4.301002e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01	4.301001e-01
4.400000e+00	3.452490e-01	3.359060e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01	3.358980e-01
4.950000e+00	4.677960e-01	4.948313e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01	4.949259e-01
5.500000e+00	3.455295e-01	3.131798e-01	3.127629e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01	3.127627e-01
6.050000e+00	3.660955e-01	3.887851e-01	3.901931e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01	3.901952e-01
6.600000e+00	3.690950e-01	3.905557e-01	3.905660e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01	3.905643e-01
7.150000e+00	3.629577e-01	4.041100e-01	3.919719e-01	3.918606e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01	3.918605e-01
7.700000e+00	3.042835e-01	1.648463e-01	1.828895e-01	1.832993e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01	1.833000e-01
8.250000e+00	2.022200e-01	3.963846e-01	3.828542e-01	3.817315e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01	3.817271e-01
8.800000e+00	4.394426e-01	3.373070e-01	3.291680e-01	3.303283e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01	3.303394e-01
9.350000e+00	2.695865e-01	1.727524e-01	1.703524e-01	1.729670e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01	1.730045e-01
9.900000e+00	3.069490e-01	2.104556e-01	2.500489e-01	2.438000e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01	2.435870e-01
1.045000e+01	1.940718e-01	2.509307e-01	1.409982e-01	1.457669e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01	1.464451e-01
1.100000e+01	5.976212e-01	1.674263e-01	2.385215e-01	2.426753e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01	2.414151e-01
1.155000e+01	2.443687e-01	1.967710e-01	2.295557e-01	2.153999e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01	2.161928e-01
1.210000e+01	1.337970e-01	1.460745e-01	1.735410e-01	1.395606e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01	1.423526e-01
1.265000e+01	4.100180e-01	1.525935e-01	1.492843e-01	1.193182e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01	1.189050e-01
1.320000e+01	5.025377e-01	8.892013e-02	2.124152e-01	1.705421e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01	1.680302e-01
1.375000e+01	1.713900e-01	2.651958e-01	1.329808e-01	1.083146e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01	1.156582e-01
1.430000e+01	9.079501e-02	9.554561e-02	8.870877e-02	1.312445e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02	2.078680e-02
1.485000e+01	2.240211e-01	1.533162e-01	2.114781e-01	9.388904e-02	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01	1.003124e-01
1.540000e+01	1.521988e-01	3.604729e-01	1.339544e-01	5.441766e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02	3.487208e-02
1.595000e+01	1.253060e-01	3.120092e-01	1.076144e-01	2.618969e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02	1.632006e-02
1.650000e+01	9.942818e-03	1.626691e-01	8.021804e-02	2.296188e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02	1.795412e-02
1.705000e+01	1.169742e-01	2.303714e-01	8.341875e-02	1.622204e-01	9.352380e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02	9.352379e-02
1.760000e+01	2.507494e-01	3.648874e-01	1.517885e-01	2.457642e-01	1.572379e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01	1.572378e-01
1.815000e+01	3.910350e-02	2.356999e-01	2.738401e-01	5.475222e-02	2.986527e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02	2.986533e-02
1.870000e+01	1.518763e-01	2.127473e-01	4.444726e-02	1.267837e-01	1.199516e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01	1.199512e-01
1.925000e+01	3.119961e-01	2.117640e-01	9.552037e-02	3.131750e-01	1.972186e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01	1.972193e-01
1.980000e+01	2.355110e-01	6.184857e-02	2.734736e-01	2.280794e-01	7.109044e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02	7.109240e-02
2.035000e+01	1.582302e-01	2.072011e-01	3.379402e-01	2.039028e-01	1.445040e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01	1.445014e-01
2.090000e+01	1.006858e-01	1.765654e-02	1.162296e-01	2.612927e-01	1.419706e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01	1.419807e-01
2.145000e+01	5.060544e-01	3.141471e-01	2.393266e-01	2.626863e-01	1.840867e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01	1.840731e-01
2.200000e+01	2.032849e-01	2.290363e-01	3.433742e-01	3.638590e-02	1.989626e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01	1.989725e-01
2.255000e+01	1.403710e-01	2.295440e-01	1.996138e-01	3.300779e-01	1.634963e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01	1.635079e-01
2.310000e+01	2.790302e-01	3.702770e-01	2.235549e-01	2.798315e-01	1.283786e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01	1.283703e-01
2.365000e+01	6.811442e-01	4.811668e-01	2.111039e-01	1.048142e-01	2.089086e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01	2.088264e-01
2.420000e+01	1.454000e-01	1.866943e-01	3.028186e-01	1.500919e-01	2.643804e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01	2.645545e-01
2.475000e+01	2.291886e-01	7.537452e-02	8.975686e-02	3.607409e-01	1.023740e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01	1.022530e-01
2.530000e+01	4.254259e-01	4.831892e-01	2.050274e-01	1.868473e-01	2.135148e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01	2.135367e-01
2.585000e+01	4.932380e-01	3.521259e-01	1.423684e-01	1.495858e-01	1.682314e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01	1.684427e-01
2.640000e+01	1.136474e-01	5.276643e-02	3.144676e-01	2.092325e-01	1.888778e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01	1.891935e-01
2.695000e+01	3.919994e-01	2.107387e-01	2.073888e-01	2.959774e-01	1.922553e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01	1.911089e-01
2.750000e+01	3.113581e-01	2.712662e-01	6.726898e-02	6.067452e-02	1.624412e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01	1.633272e-01
2.805000e+01	1.331366e-01	3.160621e-02	3.437896e-01	2.073534e-01	1.615357e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01	1.606854e-01
2.860000e+01	4.108770e-01	1.825152e-01	2.638105e-01	1.304699e-01	1.686436e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01	1.667899e-01
2.915000e+01	3.045776e-01	2.277816e-01	1.273987e-01	1.986403e-01	1.818678e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01	1.812727e-01
2.970000e+01	1.253366e-01	9.647888e-03	8.307299e-02	1.304877e-01	5.445434e-02	5.925442e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02	5.925440e-02
3.025000e+01	4.465834e-01	1.787636e-01	2.582996e-01	1.077124e-01	2.133966e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01	2.056883e-01
3.080000e+01	4.997212e-01	1.438611e-01	6.629422e-02	1.910663e-01	1.168444e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01	1.142363e-01
3.135000e+01	1.605471e-01	1.224492e-01	1.690624e-01	1.694571e-01	7.287697e-02	8.246402e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02	8.246393e-02
3.190000e+01	1.388597e-01	1.089242e-01	1.053565e-01	1.355969e-01	8.798278e-02	8.417512e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02	8.417521e-02
3.245000e+01	5.383944e-01	6.720814e-02	1.172332e-01	1.068244e-01	1.067600e-01	9.087710e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02	9.087717e-02
3.300000e+01	3.546092e-01	1.620594e-01	4.090770e-01	2.798841e-01	6.741159e-02	9.602806e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02	9.602773e-02
3.355000e+01	2.783422e-01	6.511459e-02	3.123186e-01	1.087717e-01	7.019298e-02	6.591981e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02	6.591965e-02
3.410000e+01	5.351904e-02	1.017677e-01	1.003570e-01	7.544050e-02	7.130468e-02	4.035850e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02	4.036028e-02
3.465000e+01	5.807344e-01	1.543737e-01	2.825211e-01	1.633248e-01	5.645232e-02	6.124543e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02	6.124752e-02
3.520000e+01	3.152728e-01	1.219093e-01	4.920555e-01	1.524779e-01	5.235461e-02	9.521693e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02	9.521950e-02
3.575000e+01	2.913068e-01	9.307857e-02	3.913611e-01	1.712941e-02	5.610465e-02	3.091261e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02	3.091443e-02
3.630000e+01	1.848527e-01	6.632942e-02	1.922419e-01	9.949531e-02	9.738967e-02	3.748038e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02	3.748207e-02
3.685000e+01	6.393544e-01	3.323608e-01	1.742503e-01	1.397466e-01	1.333194e-01	7.395988e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02	7.397225e-02
3.740000e+01	2.682966e-01	5.289066e-02	2.625991e-01	5.067931e-02	3.132548e-02	4.394163e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02	4.392476e-02
3.795000e+01	1.619842e-01	8.488698e-02	2.695259e-01	7.909874e-02	5.322650e-02	5.330647e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02	5.332680e-02
3.850000e+01	3.563603e-01	3.625886e-01	6.503678e-02	2.156412e-01	2.124817e-01	6.047605e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02	6.046191e-02
3.905000e+01	4.176889e-01	5.018600e-01	3.490803e-02	1.548568e-01	1.841518e-01	6.649237e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02	6.647023e-02
3.960000e+01	2.262839e-01	6.650380e-02	8.884480e-02	6.262377e-02	3.163155e-02	1.328914e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01	1.328477e-01
4.015000e+01	3.710696e-01	8.524607e-02	3.193424e-02	1.080070e-01	8.384492e-02	3.097409e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02	3.111050e-02
4.070000e+01	4.220160e-01	6.208922e-01	1.637238e-01	2.030011e-01	3.210642e-01	1.465942e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01	1.463651e-01
4.125000e+01	8.557612e-02	4.519854e-01	9.693636e-02	4.314056e-02	1.851132e-01	1.304548e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01	1.305080e-01
4.180000e+01	5.297829e-01	1.355199e-01	2.570783e-02	1.265830e-01	1.437141e-01	9.746458e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02	9.768850e-02
4.235000e+01	4.284409e-01	3.069592e-01	1.246260e-01	2.862716e-01	2.127116e-01	1.129232e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01	1.128392e-01
4.290000e+01	2.777067e-01	5.403403e-01	1.760727e-01	1.113454e-01	2.478398e-01	1.538312e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01	1.532001e-01
