# gt	L=5	L=7	L=9	L=11	L=21	L=31	L=41	L=51	L=61	L=71	L=81	L=91	L=101	L=201	L=301	L=401	L=501	L=601	L=701	L=801	L=901
1.680250e+03	2.800623e-01	2.240790e-01	1.845899e-01	2.380989e-01	1.431121e-01	3.626961e-02	1.815882e-01	8.153745e-02	5.720307e-02	8.905048e-02	6.343494e-02	1.184819e-01	4.155960e-02	2.649536e-02	1.085503e-01	8.799579e-03	3.202519e-03	2.896780e-02	2.656146e-02	1.610915e-02	5.426176e-02
1.680800e+03	4.907580e-01	2.198551e-01	1.287631e-01	1.094584e-01	1.313804e-01	1.663157e-01	6.364856e-02	1.874784e-01	8.913572e-02	1.116200e-01	6.606168e-02	7.253353e-02	8.674502e-02	2.346128e-02	9.667943e-02	4.934670e-03	1.688420e-02	1.115517e-02	1.396432e-02	1.164808e-02	6.941610e-02
1.681350e+03	4.294577e-01	2.613972e-01	2.054097e-01	1.692537e-01	2.290847e-02	1.477684e-01	6.871941e-02	1.897146e-01	1.641946e-01	5.605291e-02	1.140294e-01	3.360130e-02	1.569326e-01	1.420161e-02	5.440935e-02	5.993554e-03	2.060633e-02	1.787941e-02	3.462533e-03	1.160352e-02	6.893891e-02
1.681900e+03	2.320248e-01	3.456621e-01	3.050123e-01	1.647946e-01	1.462028e-01	1.409811e-01	9.251038e-02	6.826686e-02	6.780743e-02	8.457326e-02	1.315185e-01	5.131401e-02	1.139756e-01	5.911548e-02	5.075519e-02	8.693786e-03	1.783144e-02	2.291060e-02	8.483060e-03	2.540317e-02	4.154173e-02
1.682450e+03	3.685020e-01	1.256125e-01	1.366960e-01	1.467350e-01	1.329038e-01	8.472521e-02	1.340883e-01	1.837578e-01	9.875834e-02	7.222461e-02	2.950666e-02	1.397850e-01	1.155586e-01	2.607946e-02	7.992841e-02	5.180813e-03	1.146520e-02	1.307156e-02	1.235028e-02	3.455631e-02	2.528036e-02
1.683000e+03	3.856995e-01	4.926055e-01	1.437305e-01	2.412450e-01	4.175860e-02	1.281570e-01	6.315335e-02	7.466404e-02	1.340599e-01	1.331538e-01	1.296663e-01	6.712380e-02	1.254186e-01	2.929622e-02	8.822699e-02	6.316507e-03	6.374452e-03	7.172788e-03	8.362389e-03	2.647291e-02	6.028668e-02
1.683550e+03	1.912893e-01	3.661946e-01	2.406569e-01	2.876632e-01	1.214738e-01	1.852582e-01	1.233532e-01	2.272318e-01	1.282147e-01	8.656244e-02	1.010383e-01	1.400316e-02	1.320280e-01	3.935795e-02	6.938569e-02	2.068568e-02	1.346260e-02	1.348360e-02	3.945588e-03	1.840170e-02	7.889017e-02
1.684100e+03	3.779096e-01	2.978246e-01	2.692360e-01	1.370312e-01	2.821270e-01	1.003688e-01	1.428864e-01	2.220011e-01	5.011372e-02	2.168229e-02	7.472655e-02	5.866426e-02	1.006133e-01	5.848200e-02	5.524265e-02	5.648805e-03	1.679892e-02	1.533816e-02	1.376917e-02	3.463656e-02	5.078773e-02
1.684650e+03	3.828842e-01	2.228609e-01	1.523346e-01	8.953902e-02	1.659180e-01	6.059023e-02	1.717821e-01	1.819165e-01	1.590457e-01	1.568910e-01	8.084120e-02	1.111139e-01	1.685547e-01	2.970265e-02	2.932087e-02	7.932217e-03	6.251798e-03	1.876525e-02	6.319604e-03	3.528193e-02	3.144417e-02
1.685200e+03	9.589274e-02	6.495557e-01	4.344717e-01	2.268921e-01	1.454382e-01	5.565638e-02	8.300125e-02	1.970201e-01	9.001176e-02	1.131465e-01	1.049426e-01	4.958809e-02	1.055973e-01	5.023939e-02	3.192779e-02	3.544347e-02	1.335683e-02	4.377349e-02	7.003761e-03	4.843572e-02	4.844109e-02
1.685750e+03	5.643749e-01	3.189210e-01	3.213114e-01	2.154338e-01	1.624654e-01	1.061347e-01	5.418962e-02	3.221462e-01	1.105359e-01	6.790475e-02	1.018267e-01	1.900415e-02	6.330061e-02	2.508005e-02	6.364974e-02	4.188134e-02	1.064687e-02	2.883910e-02	1.941349e-02	2.450755e-02	5.998591e-02
1.686300e+03	4.744958e-01	1.301050e-01	8.381803e-02	1.851302e-01	2.613467e-01	7.924518e-02	1.533559e-01	2.413556e-01	9.193228e-02	1.838154e-02	9.199477e-02	4.747122e-02	6.659718e-02	2.564860e-02	6.344470e-02	3.125035e-02	9.116359e-03	1.243858e-02	2.637861e-02	1.671081e-02	6.014062e-02
1.686850e+03	1.849613e-01	2.064165e-01	1.463151e-01	7.323159e-02	1.245940e-01	9.161501e-02	1.792087e-01	3.612197e-02	1.285673e-01	1.366816e-01	7.486576e-02	4.898570e-02	1.093355e-01	2.103173e-02	2.024093e-02	3.748568e-02	3.276667e-02	2.544762e-02	1.445563e-02	2.355846e-02	6.249061e-02
1.687400e+03	1.382137e-01	4.575845e-01	4.676810e-01	1.672353e-01	2.278289e-01	1.140674e-01	4.303667e-02	3.432854e-01	1.374780e-01	4.501515e-02	4.389986e-02	8.009977e-03	4.925663e-02	1.528613e-02	1.581200e-02	4.122105e-02	9.999576e-03	5.373433e-02	2.837072e-03	4.207403e-02	2.553568e-02
1.687950e+03	6.643734e-01	9.534032e-02	1.627118e-01	7.883609e-02	1.138731e-01	3.556783e-02	1.315347e-01	2.413176e-01	1.182412e-01	8.380094e-02	1.806842e-01	4.997455e-02	4.238492e-02	4.530540e-02	5.576665e-02	2.910232e-02	1.720500e-02	1.081967e-02	4.610162e-02	8.093346e-03	1.872891e-02
1.688500e+03	3.405762e-01	2.174617e-01	1.629575e-01	1.406412e-01	1.755689e-01	2.372227e-01	1.300869e-01	1.871332e-01	7.835448e-02	1.763637e-02	9.240782e-02	9.743836e-02	4.200369e-02	3.770641e-02	4.695784e-02	5.527231e-02	2.945474e-02	1.374576e-02	2.897816e-02	1.633581e-02	6.546686e-02
1.689050e+03	1.202777e-01	1.786166e-01	1.211030e-01	1.153559e-01	5.205395e-02	1.040916e-01	8.914737e-02	1.154451e-01	9.455220e-02	7.580932e-02	4.658343e-02	3.722272e-02	3.768088e-02	9.828728e-03	2.220081e-02	4.496950e-02	3.301517e-02	2.456552e-02	1.112513e-02	2.014605e-02	7.272134e-02
1.689600e+03	1.349745e-01	1.163555e-01	2.942581e-01	1.567756e-01	1.333158e-01	1.136618e-01	8.464350e-02	3.061300e-01	2.110471e-01	7.911000e-02	9.235949e-02	4.511932e-02	3.100553e-02	5.088625e-02	1.867942e-02	1.364914e-02	1.123079e-02	2.135549e-02	1.712621e-02	1.013891e-02	3.011688e-02
1.690150e+03	4.562327e-01	3.833318e-01	2.166622e-01	6.359410e-02	1.692047e-01	1.581623e-01	2.395949e-01	1.515638e-01	7.260240e-02	7.224778e-02	1.814536e-01	6.918594e-02	5.287927e-02	8.735879e-02	7.095289e-02	1.862174e-02	3.582484e-02	3.369236e-02	5.436613e-02	4.642703e-02	4.584987e-02
1.690700e+03	1.164010e-01	3.105296e-01	2.752650e-01	1.288694e-01	2.239141e-01	2.860275e-01	9.402422e-02	1.936145e-01	9.812774e-02	3.067736e-02	3.012036e-02	1.170760e-01	2.633356e-02	7.296439e-02	4.562327e-02	4.248216e-02	2.586913e-02	2.317239e-02	1.294142e-02	2.403212e-02	5.273480e-02
1.691250e+03	2.056675e-01	8.711919e-02	1.448754e-01	2.005606e-01	5.395328e-02	9.139221e-02	5.293452e-02	1.445365e-01	1.019619e-01	4.433660e-02	9.401296e-02	3.792961e-02	3.381876e-02	3.677972e-02	4.849176e-02	5.446794e-03	1.107257e-02	1.293221e-02	1.678731e-02	1.261099e-02	4.747154e-02
1.691800e+03	9.333699e-02	1.494701e-01	2.613433e-01	7.469057e-02	5.389461e-02	4.091795e-02	1.083081e-01	2.152501e-01	1.982361e-01	6.809664e-02	9.129871e-02	7.345844e-02	6.335262e-02	4.808699e-02	4.805151e-02	3.223949e-02	2.831069e-02	2.546021e-02	2.396168e-02	3.013776e-02	5.524196e-02
1.692350e+03	2.838003e-01	5.051471e-01	3.897885e-01	1.373950e-01	3.252094e-01	2.114659e-01	2.076537e-01	2.658512e-01	8.103107e-02	1.433547e-02	8.191945e-02	7.668983e-02	3.486439e-02	6.527581e-02	4.880999e-02	2.308989e-02	1.761958e-02	5.491841e-02	3.413008e-02	5.993540e-02	6.640510e-02
1.692900e+03	2.057521e-01	2.312514e-01	2.324943e-01	1.578579e-01	2.115934e-01	2.116962e-01	5.623011e-02	1.493092e-01	7.920116e-02	6.278378e-02	8.391971e-02	9.356628e-02	5.777581e-02	6.763761e-02	3.017546e-02	4.949396e-03	2.903905e-02	1.052764e-02	2.711363e-02	1.693523e-02	2.414619e-02
1.693450e+03	1.320970e-01	1.536714e-01	2.910962e-01	1.492877e-01	7.421528e-02	6.340625e-02	1.050446e-01	1.541478e-01	1.710851e-01	7.517088e-03	8.531960e-02	3.246320e-02	7.121107e-02	1.510862e-02	8.404187e-02	5.790351e-02	2.955064e-02	3.404133e-02	1.902687e-02	4.319558e-02	7.472244e-03
1.694000e+03	1.602323e-01	2.381794e-01	2.609023e-01	2.261793e-01	1.544984e-01	7.560235e-02	1.030748e-01	1.871526e-01	1.733660e-01	2.838379e-02	4.378735e-02	6.453608e-02	7.177949e-02	5.242895e-03	7.058487e-02	5.326260e-02	2.399541e-02	3.339762e-02	2.333799e-02	3.488871e-02	5.456141e-02
1.694550e+03	1.593711e-01	3.483409e-01	2.831080e-01	1.778709e-01	2.719351e-01	1.659823e-01	1.492274e-01	2.523011e-01	7.501548e-02	8.135517e-02	5.931014e-02	9.264223e-02	1.748207e-02	3.308832e-02	4.117189e-02	2.069545e-02	2.281346e-02	2.903619e-02	2.038741e-02	2.896546e-02	4.507914e-02
1.695100e+03	1.589924e-01	7.841404e-02	5.279650e-03	1.510448e-01	4.112856e-02	6.395157e-02	1.884434e-01	1.356093e-01	4.138668e-02	1.026952e-01	1.671425e-01	6.562957e-02	1.430443e-01	1.320696e-02	5.524815e-02	3.492228e-02	4.509281e-02	1.726286e-02	4.775711e-02	2.105605e-02	8.156947e-03
1.695650e+03	1.693776e-01	2.449822e-01	2.455932e-01	1.187635e-01	1.715901e-01	8.418284e-02	7.575672e-02	1.982313e-01	2.431672e-01	5.230407e-02	6.253251e-02	3.964828e-02	8.345279e-02	6.785487e-02	6.822877e-02	6.457118e-02	2.196140e-02	3.390925e-02	1.692328e-02	5.148685e-02	1.560908e-02
1.696200e+03	3.229252e-01	2.723033e-01	1.045281e-01	3.978106e-01	1.702699e-01	1.243368e-01	1.590221e-01	1.660617e-01	1.234276e-01	3.436396e-02	6.872484e-02	6.325364e-02	3.061815e-02	4.419452e-02	6.454335e-02	4.351791e-02	1.430906e-03	1.588468e-02	3.826890e-02	1.755742e-02	3.514597e-02
1.696750e+03	1.408867e-01	1.560688e-01	1.450735e-01	1.483561e-01	8.162224e-02	5.392636e-02	1.474286e-01	1.383426e-01	5.388466e-02	8.974000e-02	9.123412e-02	9.361555e-02	6.994579e-02	1.753795e-02	9.759338e-02	5.776531e-02	3.629301e-02	1.455155e-02	2.807500e-02	1.258512e-02	1.381714e-02
1.697300e+03	2.261520e-01	2.172758e-01	2.444254e-01	1.441223e-01	1.681996e-01	1.119761e-01	2.233253e-01	1.924424e-01	1.109077e-01	8.161604e-02	1.683645e-01	3.305570e-02	1.608000e-01	5.760922e-02	7.979594e-02	4.358564e-02	2.457180e-02	2.473467e-02	3.465923e-02	2.211244e-02	1.427819e-02
1.697850e+03	3.385119e-01	2.803914e-01	2.091026e-01	2.287275e-01	1.642868e-01	8.982191e-02	4.299320e-02	1.927712e-01	1.754562e-01	3.904146e-02	4.675518e-02	6.029899e-02	4.332095e-02	1.183689e-01	2.196882e-02	2.082792e-02	1.282944e-02	3.171606e-03	2.273461e-02	2.826955e-02	1.385652e-02
1.698400e+03	4.450495e-01	3.030424e-01	1.511156e-01	4.064551e-01	1.080916e-01	5.508985e-02	1.850867e-01	1.250975e-01	5.877722e-03	3.472471e-03	7.446313e-02	8.402149e-02	7.720756e-02	3.224204e-02	3.396118e-02	1.823811e-02	1.201781e-02	2.673240e-02	3.751815e-02	2.650622e-03	1.738244e-02
1.698950e+03	4.042312e-01	9.913780e-02	1.619895e-01	1.639297e-01	1.126089e-01	5.684540e-02	1.462876e-01	1.559869e-01	1.340986e-01	5.602422e-02	8.774078e-02	3.761023e-02	8.922367e-02	4.838191e-02	7.382833e-02	4.122104e-02	1.447717e-02	2.057920e-02	1.432684e-02	2.050507e-02	1.184126e-02
1.699500e+03	3.418268e-01	2.546056e-01	3.628122e-01	1.386793e-01	2.267332e-01	9.618663e-02	1.942013e-01	2.082880e-01	1.001919e-01	2.271423e-02	1.350478e-01	5.192718e-02	1.103651e-01	7.273064e-02	3.934579e-02	1.455457e-02	1.950532e-02	1.073876e-02	4.251621e-03	8.254665e-03	9.135823e-03
1.700050e+03	2.607713e-01	3.937592e-01	2.743762e-01	2.973367e-01	1.247373e-01	3.125275e-02	1.211971e-01	1.172605e-01	1.871891e-02	4.508610e-02	1.354545e-02	8.025564e-02	2.461474e-02	6.007708e-02	1.515767e-02	1.406906e-02	3.006325e-02	2.302616e-02	1.578186e-02	7.970479e-03	6.563181e-03
1.700600e+03	3.397176e-01	2.981846e-01	2.286323e-01	2.405601e-01	6.547129e-02	7.278386e-02	1.229278e-01	9.433243e-02	9.300073e-02	5.756051e-02	3.604922e-02	7.578804e-02	1.083787e-01	4.486158e-02	3.110438e-03	1.913990e-02	1.058641e-02	3.071849e-02	8.200105e-03	1.043738e-02	7.270005e-03
1.701150e+03	3.488976e-01	1.844453e-01	1.616636e-01	2.900486e-01	1.654002e-01	1.140184e-01	2.190296e-01	2.487045e-01	1.078764e-01	6.801282e-02	1.025158e-01	4.578796e-02	7.545789e-02	8.439722e-02	9.403806e-03	1.495197e-02	1.084473e-02	1.354177e-02	1.378663e-02	1.011796e-02	4.855062e-03
1.701700e+03	2.369202e-01	2.716127e-01	3.796572e-01	1.223252e-01	1.466995e-01	9.093782e-02	1.599094e-01	1.555292e-01	1.848613e-02	4.435626e-02	1.096647e-01	1.084000e-01	7.238117e-02	4.039133e-02	3.114494e-02	2.558822e-02	3.640578e-02	1.047371e-02	8.673348e-03	2.084594e-02	3.779789e-03
1.702250e+03	1.013937e-01	4.341217e-01	2.292748e-01	2.407309e-01	1.504717e-01	1.178392e-01	1.394704e-01	6.670928e-02	9.375522e-02	6.577625e-02	3.765654e-03	5.753110e-02	3.986595e-02	5.692647e-02	4.210286e-02	1.935192e-02	3.182561e-02	1.422127e-02	1.001578e-02	9.519048e-03	6.823847e-03
1.702800e+03	1.416887e-01	1.220684e-01	2.055602e-01	2.223205e-01	3.390073e-02	1.206220e-01	8.789271e-02	1.346182e-01	5.791628e-02	6.696804e-02	3.085796e-02	2.020938e-02	1.160766e-01	1.085424e-01	3.519590e-02	1.675347e-02	2.124404e-02	1.367191e-02	2.733121e-02	1.175785e-02	7.938070e-03
1.703350e+03	8.747874e-02	2.663928e-01	1.754168e-01	4.407076e-01	1.476115e-01	1.411738e-01	2.440278e-01	2.147171e-01	5.559579e-02	8.809050e-02	8.823735e-02	8.013054e-02	6.850027e-02	4.403083e-02	2.228845e-02	2.230080e-02	9.616181e-03	1.574809e-02	2.504117e-02	3.484680e-02	1.596518e-02
1.703900e+03	7.923884e-02	1.850743e-01	3.517270e-01	3.930989e-02	8.989623e-02	2.497965e-01	1.230794e-01	3.882658e-02	2.020945e-02	7.123125e-02	4.989620e-02	1.164684e-01	4.775615e-02	4.126783e-02	4.421685e-02	2.275287e-02	1.255485e-02	3.048955e-03	2.578295e-02	3.020741e-02	5.991888e-03
1.704450e+03	1.027267e-01	3.227215e-01	8.917070e-02	1.255818e-01	1.532538e-01	1.286233e-01	1.326624e-01	1.638618e-01	5.817814e-02	2.316193e-02	3.626860e-02	6.778940e-02	4.723568e-02	1.092664e-01	5.979225e-02	3.255698e-02	1.816645e-02	7.936515e-03	1.865105e-02	1.889081e-02	1.306124e-02
1.705000e+03	1.306143e-01	2.022360e-01	2.062455e-01	4.617491e-01	6.617209e-02	8.308681e-02	1.017655e-01	1.263141e-01	7.077708e-02	3.811191e-02	4.582784e-02	6.674601e-02	1.292607e-01	7.793931e-02	3.952543e-02	3.176722e-02	4.197787e-03	1.211926e-02	1.835224e-02	1.888773e-02	2.865931e-02
1.705550e+03	2.073660e-01	2.101497e-01	2.147712e-01	4.915414e-01	5.257029e-02	1.466981e-01	1.672365e-01	7.136365e-02	8.056410e-02	7.248335e-02	4.009166e-02	6.362686e-02	5.387517e-02	4.553367e-02	6.506576e-03	1.035447e-02	2.435604e-02	2.747469e-03	2.344676e-02	4.431002e-02	4.598467e-02
1.706100e+03	3.987621e-02	2.765801e-01	2.671605e-01	1.237233e-01	1.955804e-01	2.565230e-01	1.772201e-01	6.697166e-02	5.972130e-02	5.768649e-02	3.884671e-02	7.563810e-02	5.473676e-02	8.098566e-02	1.761986e-02	2.493082e-02	1.524658e-02	2.868866e-02	4.053453e-02	2.477916e-02	1.142352e-02
1.706650e+03	1.688553e-01	3.377948e-01	1.518041e-01	1.688548e-01	1.470111e-01	3.724512e-02	1.082348e-01	1.574449e-01	7.333785e-02	4.864082e-02	7.882285e-02	9.666268e-02	8.080416e-02	7.561311e-02	3.382917e-02	2.984922e-02	1.117841e-02	1.380054e-02	1.143292e-02	3.149796e-02	7.908801e-03
1.707200e+03	1.406491e-01	3.145037e-01	2.400715e-01	4.650442e-01	8.436922e-02	7.915527e-02	9.821134e-02	4.360255e-02	9.585315e-02	1.020584e-01	3.079189e-02	1.234903e-01	9.332564e-02	5.147324e-02	6.243558e-03	1.852392e-02	4.406561e-02	5.336571e-03	1.611003e-02	2.517226e-02	5.529883e-02
1.707750e+03	3.424682e-01	1.976594e-01	2.113358e-01	3.398494e-01	1.006647e-01	1.490105e-01	1.049302e-01	7.377161e-02	5.431409e-02	4.299737e-02	1.903768e-02	1.238466e-01	1.226047e-02	8.808047e-02	2.370863e-02	3.185733e-02	4.011992e-02	2.449437e-02	2.516467e-02	3.161141e-02	6.390578e-02
1.708300e+03	2.417532e-01	5.809478e-01	2.344597e-01	1.833065e-01	2.880319e-01	1.584315e-01	1.841389e-01	7.640041e-02	1.432214e-01	1.120589e-02	7.030127e-02	4.819431e-02	1.071973e-01	3.926083e-02	2.251991e-02	3.900020e-02	9.440264e-03	4.133555e-02	2.145805e-02	1.962639e-02	2.870523e-02
1.708850e+03	1.501763e-01	3.479092e-01	2.882229e-01	1.714563e-01	1.336410e-01	1.821950e-01	5.297637e-02	6.973307e-02	7.909808e-02	6.930682e-02	5.908618e-02	6.233838e-02	1.030440e-01	5.613275e-02	4.613908e-03	1.737392e-02	1.535236e-02	1.287068e-03	1.806139e-02	3.254642e-02	3.700678e-02
1.709400e+03	4.601578e-01	1.049582e-01	2.540583e-01	2.489313e-01	2.754820e-02	6.644686e-02	9.938537e-02	4.757053e-02	4.776939e-02	9.754748e-02	1.424422e-02	1.312473e-01	1.231251e-02	1.224252e-01	4.695468e-02	3.922806e-03	5.094827e-02	2.520175e-02	2.817639e-02	2.633878e-02	5.562875e-02
1.709950e+03	5.394770e-01	2.424477e-01	2.408190e-01	6.694022e-02	1.376159e-01	1.725977e-01	8.268768e-02	8.456740e-02	1.202469e-01	8.037050e-03	8.030584e-02	1.512808e-01	6.044550e-02	7.337836e-02	1.907446e-02	3.772158e-02	1.289764e-02	2.981960e-02	1.237719e-02	1.097648e-02	4.509294e-02
1.710500e+03	2.777521e-01	5.148261e-01	2.969911e-01	1.549759e-01	2.083663e-01	1.309058e-01	1.067098e-01	3.784688e-02	7.540557e-02	8.348567e-02	8.671025e-02	1.306797e-02	1.038501e-01	5.315941e-02	3.186113e-02	2.357647e-02	2.142399e-02	2.382697e-02	2.027576e-02	2.377901e-02	5.518980e-02
1.711050e+03	7.310429e-02	1.332746e-01	2.169376e-01	8.499310e-02	5.110561e-02	2.383125e-01	6.155703e-02	4.461621e-02	4.404071e-02	6.880042e-02	5.252930e-02	2.892819e-03	8.616917e-02	7.345351e-02	2.222174e-02	3.093732e-02	1.902472e-02	2.023933e-02	4.095410e-02	1.608306e-02	6.351158e-02
1.711600e+03	7.592518e-01	1.708958e-01	3.975202e-01	7.787750e-02	5.174892e-02	2.650604e-02	5.763658e-02	4.898056e-02	1.825314e-01	3.143107e-02	1.038240e-01	1.105243e-01	7.061624e-02	1.080873e-01	3.922732e-02	5.979764e-04	2.024148e-02	2.123856e-02	7.084537e-03	3.346090e-02	2.299566e-02
1.712150e+03	4.855611e-01	1.878276e-01	3.089836e-01	1.502724e-01	8.945554e-02	1.776416e-01	6.722202e-02	4.886211e-02	1.663071e-01	4.153258e-02	1.011644e-01	8.381577e-02	1.030912e-01	1.530615e-02	4.932879e-02	4.091907e-02	4.174376e-02	3.047078e-02	4.012582e-02	2.211255e-02	1.087680e-02
1.712700e+03	1.936730e-01	1.019190e-01	2.380862e-01	2.228496e-01	7.078736e-02	1.662180e-01	4.964601e-02	4.859286e-02	1.227139e-01	1.226726e-01	1.029450e-01	8.223700e-02	5.618839e-02	7.701491e-02	5.950954e-02	2.566964e-02	3.367980e-02	2.058965e-02	3.321437e-02	1.672960e-02	6.227811e-02
1.713250e+03	3.513309e-01	1.724888e-01	2.451015e-01	4.508165e-02	1.033610e-01	1.915669e-01	3.014593e-02	6.661552e-02	1.670938e-01	6.003150e-02	1.594412e-01	2.798981e-02	2.529898e-02	4.318832e-02	4.871715e-02	3.560768e-02	1.018144e-02	2.881995e-02	2.950344e-02	2.351284e-02	6.073558e-02
1.713800e+03	6.726451e-01	1.989738e-01	5.631338e-01	1.111100e-01	7.707988e-02	1.410203e-01	3.285472e-02	4.306182e-02	1.575122e-01	5.567845e-02	1.846669e-01	9.335089e-02	6.609720e-02	6.526605e-02	3.756370e-02	1.786792e-02	2.355493e-02	9.341822e-03	2.568088e-02	4.557427e-02	2.496566e-02
1.714350e+03	2.035589e-01	3.048248e-02	2.238297e-01	2.009508e-01	1.611258e-01	1.336506e-01	3.799923e-02	3.336314e-02	7.456079e-02	6.183085e-02	5.945768e-02	7.667716e-02	5.551699e-02	3.087332e-02	8.580301e-02	3.654214e-02	5.944397e-02	4.085251e-02	5.661393e-02	1.167965e-02	4.288453e-02
1.714900e+03	4.012666e-01	2.507460e-01	2.601005e-01	1.514097e-01	2.264757e-01	2.170810e-01	1.197824e-02	2.979156e-02	2.115221e-01	1.381412e-01	3.869864e-02	1.516037e-01	4.800858e-02	3.805107e-02	7.960400e-02	3.782961e-02	1.836750e-02	2.876350e-02	1.812337e-02	2.109963e-02	4.642423e-02
1.715450e+03	4.252027e-01	1.949025e-01	3.962100e-01	2.323578e-01	1.877611e-01	1.571721e-01	3.103680e-02	1.265396e-01	1.351642e-01	4.799460e-02	1.641121e-01	1.402446e-02	3.985642e-02	5.224145e-02	9.154657e-02	2.900911e-02	2.926391e-02	1.984272e-02	7.704206e-03	3.674063e-02	3.732331e-02
1.716000e+03	3.802525e-01	1.045730e-01	4.066711e-01	1.709780e-01	7.329692e-02	1.962359e-01	7.616215e-02	3.976583e-02	5.919199e-02	1.028092e-01	1.444021e-01	1.265129e-01	4.660251e-02	4.867814e-02	5.418920e-02	2.370664e-02	2.463083e-02	3.038274e-02	2.961478e-02	3.639674e-02	4.855228e-02
1.716550e+03	5.603518e-01	1.788532e-01	2.134451e-01	1.652787e-01	1.886797e-01	1.277591e-01	1.362954e-01	6.966564e-02	8.336118e-02	7.410140e-02	2.633995e-02	1.408833e-01	4.830564e-02	2.376016e-02	5.935505e-02	1.239670e-02	2.855872e-02	3.336978e-02	2.712874e-02	1.989924e-02	4.948421e-02
1.717100e+03	4.187147e-01	2.828920e-01	4.538847e-01	2.172699e-01	1.963965e-01	2.211812e-01	8.022314e-02	9.356406e-02	1.300812e-01	1.113349e-01	5.353027e-02	1.214784e-01	1.352461e-01	7.277188e-03	6.238997e-02	5.589187e-02	1.764810e-02	2.507883e-02	2.205471e-02	4.692952e-02	2.420584e-02
1.717650e+03	3.544340e-01	1.497201e-01	3.268981e-01	4.317683e-01	1.309873e-01	1.961141e-01	2.330628e-02	1.311181e-01	6.567285e-02	4.243715e-02	9.389162e-02	8.276302e-02	6.834395e-02	6.263681e-02	8.967221e-02	3.019969e-02	2.011571e-02	6.023250e-03	1.482079e-02	2.372523e-02	1.674308e-02
1.718200e+03	3.485989e-01	2.149756e-01	1.880287e-01	1.051316e-01	4.980759e-02	2.049274e-01	1.146410e-01	8.905310e-02	1.172495e-01	1.120057e-01	3.015642e-02	1.509684e-01	2.515694e-02	2.283684e-02	4.204375e-02	2.249388e-02	1.756789e-02	2.678358e-02	1.245982e-02	6.863368e-03	5.088527e-02
1.718750e+03	6.610256e-01	2.072588e-01	4.800166e-01	2.967498e-01	1.812851e-01	1.605890e-01	1.987858e-01	1.430556e-01	7.810017e-02	6.258740e-02	1.267976e-01	1.293454e-01	1.048453e-01	2.467814e-03	1.240535e-02	2.774355e-02	1.655198e-02	8.145858e-03	1.797106e-02	3.350970e-02	3.547719e-02
1.719300e+03	4.298296e-01	1.788799e-01	3.856971e-01	3.661879e-01	4.610728e-02	1.616018e-01	7.120589e-02	7.899578e-02	4.918473e-02	2.748957e-02	5.048423e-02	4.215573e-02	1.700775e-01	2.208746e-02	3.121705e-02	5.610068e-02	3.500627e-02	2.583912e-02	4.263476e-02	4.134723e-02	5.018329e-03
1.719850e+03	3.671189e-01	4.248246e-01	9.397863e-02	3.322170e-01	3.809256e-02	2.973265e-01	1.176097e-01	4.120141e-02	1.815989e-01	6.158116e-02	4.909040e-02	1.168520e-01	7.116857e-02	2.781429e-02	3.576581e-02	3.268334e-02	2.609698e-02	2.414294e-03	1.844998e-02	9.697881e-03	1.023939e-02
1.720400e+03	4.065827e-01	2.229347e-01	5.479531e-01	2.407180e-01	1.705072e-01	1.938159e-01	1.206044e-01	1.232652e-01	7.719124e-02	5.559719e-02	1.320596e-01	1.041348e-01	1.366363e-02	1.224190e-02	1.774146e-02	2.618425e-02	3.576434e-02	5.390423e-03	1.238666e-02	1.117741e-02	3.454156e-02
1.720950e+03	5.634740e-01	2.176413e-01	5.283423e-01	4.370457e-01	1.868114e-01	1.456528e-01	7.035470e-02	1.234264e-01	5.694678e-02	3.426096e-02	1.497193e-01	9.763672e-02	8.539420e-02	1.136715e-02	3.810885e-02	2.323850e-02	1.719094e-02	2.758087e-02	3.222282e-02	1.828884e-02	1.559249e-02
1.721500e+03	5.782212e-01	2.674722e-01	1.536134e-01	3.110246e-01	5.865404e-02	1.771087e-01	1.033862e-01	3.031186e-03	9.544590e-02	8.213775e-02	2.345957e-02	1.085286e-01	1.159534e-01	2.744207e-02	3.979289e-02	2.457926e-02	2.085741e-02	2.647496e-02	3.790251e-02	8.585570e-03	8.341514e-03
1.722050e+03	1.753581e-01	5.413597e-01	1.591161e-01	2.653485e-01	5.221581e-02	3.211641e-01	1.489781e-01	6.365948e-02	1.118586e-01	8.145485e-02	1.075143e-01	9.258549e-02	2.379975e-02	7.203477e-03	3.061865e-02	1.908349e-02	2.665524e-02	7.814140e-03	2.775592e-02	1.182585e-02	6.763547e-03
1.722600e+03	6.759658e-01	2.844941e-01	5.799799e-01	4.626366e-01	2.142334e-01	1.377295e-01	4.383386e-02	8.366402e-02	8.065420e-02	3.202582e-02	1.319624e-01	7.268661e-02	2.142160e-02	3.523000e-02	1.416984e-02	8.179171e-03	1.775590e-02	1.645049e-02	8.438407e-03	1.335823e-02	7.703304e-03
1.723150e+03	5.275451e-01	1.673320e-01	2.469022e-01	2.740756e-01	7.874859e-02	1.778689e-01	1.414607e-01	2.997861e-02	9.284443e-02	3.771244e-02	5.282928e-02	9.278301e-02	4.811715e-02	2.755681e-02	2.697973e-02	2.807593e-03	3.375178e-03	3.101129e-02	1.628297e-02	8.840554e-03	6.622722e-03
